update_step,env_step,returned_episode_returns,return_red,return_green,eat_own_coins,loss
99,25344000,1.5933867692947388,52.000003814697266,-59.98600387573242,29.953125,0.0
100,25600000,5.1284260749816895,52.022003173828125,-46.066001892089844,26.44140625,0.0
101,25856000,0.7497695684432983,73.98600006103516,-111.94400787353516,30.11328125,0.0
102,26112000,4.422898769378662,59.996002197265625,-55.99800109863281,30.25390625,0.0
103,26368000,5.443332195281982,55.978004455566406,-53.98200225830078,29.796875,0.0
104,26624000,3.4641759395599365,34.0160026550293,-36.02799987792969,29.20703125,0.0
105,26880000,2.798222780227661,50.000003814697266,-63.958003997802734,31.65234375,0.0
106,27136000,4.144808769226074,50.01000213623047,-22.042001724243164,32.39453125,0.0
107,27392000,4.419652462005615,60.01400375366211,-64.03400421142578,32.21484375,0.0
108,27648000,2.198007822036743,73.94800567626953,-97.89600372314453,30.265625,0.0
109,27904000,0.9877578616142273,22.0260009765625,5.940000057220459,32.1640625,0.0
110,28160000,0.4677383005619049,47.99800109863281,-53.954002380371094,34.36328125,0.0
111,28416000,3.354949474334717,46.038002014160156,-8.096000671386719,32.44140625,0.0
112,28672000,-1.064918041229248,83.95000457763672,-103.90200805664062,33.42578125,0.0
113,28928000,0.4189414381980896,33.9900016784668,-6.006000518798828,32.48828125,0.0
114,29184000,-2.511113405227661,24.040000915527344,-12.04800033569336,32.9140625,0.0
115,29440000,-1.906941533088684,63.99400329589844,-60.0160026550293,33.453125,0.0
116,29696000,-2.6017539501190186,58.01000213623047,-75.97200012207031,31.5078125,0.0
117,29952000,-6.693301200866699,67.97200012207031,-48.012001037597656,32.73046875,0.0
118,30208000,-4.683680057525635,40.0420036315918,-59.99200439453125,32.9765625,0.0
119,30464000,-4.771465301513672,81.99000549316406,-52.0160026550293,32.1484375,0.0
120,30720000,-6.702230930328369,72.01600646972656,-68.06800079345703,33.0625,0.0
121,30976000,-5.808293342590332,87.96600341796875,-135.9340057373047,33.671875,0.0
122,31232000,-5.507648468017578,54.018001556396484,-70.01200103759766,33.8984375,0.0
123,31488000,-5.341347694396973,71.99000549316406,-81.97600555419922,35.1328125,0.0
124,31744000,-2.9427385330200195,61.99800109863281,-58.00200271606445,34.78125,0.0
125,32000000,-4.273921966552734,60.02000427246094,-60.02000427246094,34.1796875,0.0
126,32256000,-4.7562150955200195,79.98400115966797,-79.99600219726562,34.7890625,0.0
127,32512000,-3.1613986492156982,64.0040054321289,-76.02799987792969,34.38671875,0.0
128,32768000,-4.402707099914551,68.0300064086914,-104.02000427246094,34.3515625,0.0
129,33024000,-4.762988567352295,97.95600128173828,-123.92200469970703,35.828125,0.0
130,33280000,-2.129605531692505,54.04600143432617,-46.08400344848633,35.4609375,0.0
131,33536000,-2.8286681175231934,99.9800033569336,-129.9580078125,35.2578125,0.0
132,33792000,-3.36928129196167,79.99000549316406,-87.96600341796875,36.43359375,0.0
133,34048000,-1.5580430030822754,69.98800659179688,-54.03200149536133,37.1796875,0.0
134,34304000,-1.007773518562317,58.03400421142578,-86.0560073852539,37.046875,0.0
135,34560000,-0.9700117707252502,91.9780044555664,-141.94801330566406,35.6796875,0.0
136,34816000,-2.229679822921753,69.99600219726562,-89.99200439453125,36.65625,0.0
137,35072000,-1.4406954050064087,66.0320053100586,-82.06600189208984,37.38671875,0.0
138,35328000,-0.7289102077484131,97.9780044555664,-147.91200256347656,38.328125,0.0
139,35584000,0.828796923160553,76.01600646972656,-60.064002990722656,38.26953125,0.0
140,35840000,1.5006211996078491,91.97000122070312,-123.91800689697266,39.1484375,0.0
141,36096000,2.120140790939331,61.98400115966797,-41.98400115966797,38.2890625,0.0
142,36352000,1.168742299079895,46.0160026550293,-26.04800033569336,39.8046875,0.0
143,36608000,1.942761778831482,61.98600387573242,-73.94800567626953,39.515625,0.0
144,36864000,3.2956290245056152,48.00800323486328,-22.020000457763672,39.51171875,0.0
145,37120000,2.0514883995056152,55.99200439453125,-42.00200271606445,39.62890625,0.0
146,37376000,2.7594454288482666,47.98800277709961,-43.97800064086914,40.50390625,0.0
147,37632000,4.392316818237305,36.012001037597656,-21.988000869750977,40.7734375,0.0
148,37888000,6.083367347717285,48.00200271606445,-9.984000205993652,41.32421875,0.0
149,38144000,7.417426109313965,49.99400329589844,5.986000061035156,41.6015625,0.0
150,38400000,6.875312805175781,44.03200149536133,-8.02400016784668,41.51953125,0.0
151,38656000,7.186007976531982,75.97000122070312,-32.00600051879883,41.00390625,0.0
152,38912000,5.697574615478516,46.012001037597656,-37.992000579833984,42.3125,0.0
153,39168000,7.955476760864258,57.99200439453125,-30.020002365112305,41.72265625,0.0
154,39424000,6.40290641784668,49.99400329589844,-49.958003997802734,42.37109375,0.0
155,39680000,6.9644455909729,44.022003173828125,-8.058000564575195,41.65234375,0.0
156,39936000,6.566344261169434,65.96400451660156,-65.94200134277344,41.74609375,0.0
157,40192000,6.504504203796387,30.02800178527832,-8.028000831604004,42.296875,0.0
158,40448000,7.100761890411377,57.980003356933594,-35.93800354003906,41.31640625,0.0
159,40704000,6.3013715744018555,37.992000579833984,25.964000701904297,41.57421875,0.0
160,40960000,6.891926288604736,30.04400062561035,-10.094000816345215,42.29296875,0.0
161,41216000,8.191246032714844,73.95800018310547,-103.906005859375,42.88671875,0.0
162,41472000,8.029648780822754,32.01000213623047,-10.010000228881836,41.6640625,0.0
163,41728000,6.431289196014404,42.00400161743164,-20.022001266479492,42.3125,0.0
164,41984000,8.031253814697266,46.0160026550293,-42.000003814697266,42.64453125,0.0
165,42240000,8.034367561340332,61.99200439453125,-41.9900016784668,41.98046875,0.0
166,42496000,7.245918273925781,54.000003814697266,-32.02000045776367,41.6796875,0.0
167,42752000,7.0703911781311035,54.018001556396484,-51.98800277709961,42.328125,0.0
168,43008000,7.147515773773193,71.96400451660156,-39.97600173950195,41.71875,0.0
169,43264000,6.227453231811523,36.038002014160156,-16.07400131225586,42.5859375,0.0
170,43520000,7.11818790435791,73.96600341796875,-89.93400573730469,43.15234375,0.0
171,43776000,8.116156578063965,40.038002014160156,-24.040000915527344,42.64453125,0.0
172,44032000,7.086726665496826,77.99200439453125,-64.00800323486328,43.37109375,0.0
173,44288000,7.876457214355469,69.9800033569336,-71.94600677490234,43.84375,0.0
174,44544000,9.330653190612793,50.00400161743164,-18.04400062561035,42.95703125,0.0
175,44800000,7.953492641448975,53.978004455566406,-61.92200469970703,42.5546875,0.0
176,45056000,8.32089900970459,32.034000396728516,15.94800090789795,43.56640625,0.0
177,45312000,8.90778923034668,65.9780044555664,-35.98200225830078,44.3671875,0.0
178,45568000,10.445590019226074,43.99800109863281,-17.986000061035156,44.84375,0.0
179,45824000,10.722363471984863,42.038002014160156,-4.062000274658203,44.09375,0.0
180,46080000,10.428766250610352,79.96400451660156,-65.93400573730469,43.765625,0.0
181,46336000,9.507871627807617,44.03000259399414,-0.07600000500679016,44.34375,0.0
182,46592000,9.567339897155762,73.99400329589844,-75.97400665283203,44.0859375,0.0
183,46848000,10.498687744140625,67.99400329589844,-49.9900016784668,43.859375,0.0
184,47104000,9.187430381774902,61.99400329589844,-40.01000213623047,43.44140625,0.0
185,47360000,9.11672306060791,55.99800109863281,-49.99400329589844,42.9609375,0.0
186,47616000,8.654136657714844,53.99800109863281,-43.992000579833984,44.1171875,0.0
187,47872000,10.44379711151123,51.98800277709961,-35.954002380371094,43.1953125,0.0
188,48128000,8.931012153625488,40.00600051879883,9.984000205993652,44.16015625,0.0
189,48384000,10.253152847290039,46.01400375366211,-6.068000316619873,43.5546875,0.0
190,48640000,9.501789093017578,59.98400115966797,-73.96000671386719,44.875,0.0
191,48896000,11.28767204284668,44.01400375366211,-34.02400207519531,44.1875,0.0
192,49152000,9.89894962310791,58.00400161743164,-57.98200225830078,44.84375,0.0
193,49408000,10.410988807678223,61.98800277709961,-39.96200180053711,44.86328125,0.0
194,49664000,11.241238594055176,50.018001556396484,-2.0240001678466797,44.57421875,0.0
195,49920000,10.2911958694458,67.99200439453125,-26.016000747680664,43.34375,0.0
196,50176000,8.51850414276123,59.99400329589844,-41.98800277709961,42.73828125,0.0
197,50432000,7.493734836578369,54.000003814697266,-30.01000213623047,43.8359375,0.0
198,50688000,9.03787899017334,54.02000427246094,-40.04800033569336,43.515625,0.0
199,50944000,7.856925964355469,73.96200561523438,-87.93000793457031,43.87890625,0.0
200,51200000,9.31265640258789,36.03200149536133,-18.060001373291016,43.62890625,0.0
201,51456000,9.470539093017578,67.99200439453125,-77.96800231933594,45.1953125,0.0
202,51712000,11.255414962768555,59.99200439453125,-45.96800231933594,43.7734375,0.0
203,51968000,8.859273910522461,52.01000213623047,-14.024001121520996,43.83984375,0.0
204,52224000,8.75942611694336,61.98200225830078,-37.974002838134766,44.4296875,0.0
205,52480000,10.371598243713379,43.99400329589844,-12.00200080871582,44.9765625,0.0
206,52736000,10.874250411987305,38.02800369262695,-14.040000915527344,44.734375,0.0
207,52992000,10.12475872039795,65.99200439453125,-53.99400329589844,44.16015625,0.0
208,53248000,9.883805274963379,57.99400329589844,-47.98600387573242,45.24609375,0.0
209,53504000,10.874024391174316,52.0160026550293,-34.02000045776367,43.921875,0.0
210,53760000,9.89704704284668,67.98200225830078,-54.00200271606445,43.828125,0.0
211,54016000,8.508492469787598,50.040000915527344,-56.018001556396484,44.0,0.0
212,54272000,9.188746452331543,89.94400787353516,-73.9260025024414,44.79296875,0.0
213,54528000,10.433265686035156,34.03200149536133,-0.018000001087784767,44.75390625,0.0
214,54784000,10.106949806213379,65.99200439453125,-17.996000289916992,45.3046875,0.0
215,55040000,11.585066795349121,57.99200439453125,-13.988000869750977,45.16015625,0.0
216,55296000,10.71360969543457,49.99800109863281,-2.0260000228881836,43.48046875,0.0
217,55552000,9.481281280517578,48.0160026550293,-28.032001495361328,44.625,0.0
218,55808000,10.293074607849121,63.98400115966797,-59.970001220703125,45.203125,0.0
219,56064000,10.399531364440918,48.00600051879883,-30.036001205444336,45.20703125,0.0
220,56320000,11.49221134185791,54.00200271606445,-65.97600555419922,45.74609375,0.0
221,56576000,11.515551567077637,55.99400329589844,-41.9900016784668,45.046875,0.0
222,56832000,11.441243171691895,49.9900016784668,-31.95600128173828,45.2890625,0.0
223,57088000,11.276668548583984,40.03000259399414,11.910000801086426,45.11328125,0.0
224,57344000,10.601398468017578,69.98200225830078,-77.93400573730469,44.5546875,0.0
225,57600000,10.437348365783691,52.03400421142578,-12.054000854492188,44.29296875,0.0
226,57856000,10.285606384277344,85.96600341796875,-65.97000122070312,44.62109375,0.0
227,58112000,10.734305381774902,51.9900016784668,-35.96000289916992,45.03125,0.0
228,58368000,10.664828300476074,42.0160026550293,3.936000108718872,45.28125,0.0
229,58624000,11.429722785949707,57.99400329589844,-59.980003356933594,44.71875,0.0
230,58880000,11.464723587036133,52.00200271606445,-39.97800064086914,45.45703125,0.0
231,59136000,11.342934608459473,53.99200439453125,-17.996000289916992,45.1015625,0.0
232,59392000,10.526351928710938,45.996002197265625,-13.998001098632812,43.9296875,0.0
233,59648000,9.534266471862793,42.01400375366211,-12.016000747680664,44.0078125,0.0
234,59904000,8.645347595214844,55.9900016784668,-27.998001098632812,44.0625,0.0
235,60160000,9.460899353027344,46.00200271606445,-26.014001846313477,44.58984375,0.0
236,60416000,9.421438217163086,47.99400329589844,-39.97200012207031,43.66015625,0.0
237,60672000,8.984230995178223,42.02000045776367,-12.034000396728516,44.01171875,0.0
238,60928000,8.84163761138916,62.01000213623047,-46.01000213623047,45.27734375,0.0
239,61184000,10.632804870605469,71.99200439453125,-55.978004455566406,45.28125,0.0
240,61440000,10.624149322509766,63.996002197265625,-34.02000045776367,44.41015625,0.0
241,61696000,9.77338695526123,60.00400161743164,-54.00400161743164,44.03515625,0.0
242,61952000,9.722879409790039,63.96800231933594,-57.928001403808594,44.359375,0.0
243,62208000,9.94742202758789,32.02400207519531,13.964000701904297,45.8046875,0.0
244,62464000,12.054535865783691,56.00800323486328,-21.998001098632812,45.76171875,0.0
245,62720000,11.900188446044922,63.98200225830078,-19.972000122070312,44.34765625,0.0
246,62976000,9.746238708496094,45.99400329589844,7.984000205993652,44.34375,0.0
247,63232000,9.889398574829102,40.03600311279297,-8.039999961853027,44.6875,0.0
248,63488000,8.664593696594238,75.98400115966797,-48.0160026550293,44.41796875,0.0
249,63744000,9.196903228759766,59.99800109863281,-63.96400451660156,44.9375,0.0
250,64000000,10.785528182983398,58.02000427246094,-28.034000396728516,45.4765625,0.0
251,64256000,11.156437873840332,77.96600341796875,-61.95600128173828,45.12890625,0.0
252,64512000,11.342117309570312,44.03200149536133,-18.046001434326172,44.67578125,0.0
253,64768000,9.711297035217285,75.97200012207031,-63.952003479003906,45.26953125,0.0
254,65024000,10.070684432983398,48.00200271606445,-16.00400161743164,45.3671875,0.0
255,65280000,10.439238548278809,49.996002197265625,-20.022001266479492,43.98828125,0.0
256,65536000,8.275039672851562,46.00200271606445,-41.97800064086914,45.05859375,0.0
257,65792000,9.8746919631958,48.00200271606445,-19.98000144958496,44.74609375,0.0
258,66048000,9.567805290222168,50.02800369262695,-0.06400000303983688,45.08984375,0.0
259,66304000,10.964754104614258,77.98200225830078,-63.97200393676758,45.12109375,0.0
260,66560000,10.875657081604004,59.98800277709961,-35.99800109863281,45.703125,0.0
261,66816000,11.532246589660645,47.996002197265625,-33.96800231933594,46.29296875,0.0
262,67072000,12.525453567504883,44.0420036315918,-2.130000114440918,45.64453125,0.0
263,67328000,10.636930465698242,85.98800659179688,-131.93600463867188,45.2265625,0.0
264,67584000,10.8488130569458,73.97000122070312,-67.9540023803711,46.27734375,0.0
265,67840000,12.00426197052002,44.000003814697266,-21.976001739501953,46.12109375,0.0
266,68096000,12.358246803283691,43.97200393676758,2.0260000228881836,45.609375,0.0
267,68352000,11.231125831604004,16.02400016784668,27.948001861572266,45.484375,0.0
268,68608000,11.887176513671875,40.01000213623047,-24.006000518798828,46.35546875,0.0
269,68864000,12.344086647033691,50.00400161743164,-29.992000579833984,46.25,0.0
270,69120000,12.678703308105469,54.018001556396484,-21.990001678466797,45.859375,0.0
271,69376000,11.694168090820312,71.9800033569336,-12.00200080871582,45.5078125,0.0
272,69632000,10.550461769104004,52.01000213623047,-14.054000854492188,45.30078125,0.0
273,69888000,10.231765747070312,61.99800109863281,-67.9780044555664,45.71875,0.0
274,70144000,11.526484489440918,60.0260009765625,-46.022003173828125,45.390625,0.0
275,70400000,10.666102409362793,85.95600128173828,-67.97200012207031,44.48828125,0.0
276,70656000,8.802461624145508,42.012001037597656,-39.974002838134766,45.25390625,0.0
277,70912000,10.47973918914795,53.99400329589844,-14.016000747680664,44.7578125,0.0
278,71168000,9.749828338623047,48.01000213623047,-29.976001739501953,44.58203125,0.0
279,71424000,9.579855918884277,58.00800323486328,-6.028000354766846,45.55078125,0.0
280,71680000,11.308172225952148,65.96600341796875,-33.95800018310547,45.45703125,0.0
281,71936000,10.885993003845215,32.013999938964844,7.982000350952148,45.28125,0.0
282,72192000,10.160765647888184,46.0160026550293,-10.03600025177002,45.0703125,0.0
283,72448000,10.769890785217285,61.98800277709961,-45.98200225830078,46.06640625,0.0
284,72704000,11.130297660827637,50.018001556396484,-28.0260009765625,46.5625,0.0
285,72960000,12.517778396606445,68.0040054321289,-54.0160026550293,45.84765625,0.0
286,73216000,10.764351844787598,71.99400329589844,-69.98400115966797,45.3359375,0.0
287,73472000,9.492875099182129,65.99600219726562,-54.01000213623047,45.19921875,0.0
288,73728000,10.181078910827637,61.99200439453125,-63.95000457763672,45.7421875,0.0
289,73984000,11.570328712463379,54.01000213623047,-14.008000373840332,46.1484375,0.0
290,74240000,11.586102485656738,64.0,-22.040000915527344,46.31640625,0.0
291,74496000,11.749504089355469,64.01600646972656,-61.96800231933594,45.42578125,0.0
292,74752000,11.254531860351562,79.97400665283203,-29.98400115966797,45.97265625,0.0
293,75008000,11.878898620605469,54.00200271606445,-14.004000663757324,45.8671875,0.0
294,75264000,11.87027359008789,56.012001037597656,-18.05000114440918,45.421875,0.0
295,75520000,11.051594734191895,68.01000213623047,-67.99000549316406,46.140625,0.0
296,75776000,11.863109588623047,77.96800231933594,-57.96400451660156,45.94921875,0.0
297,76032000,11.689172744750977,46.03000259399414,-22.04400062561035,44.78515625,0.0
298,76288000,9.45684814453125,75.99800109863281,-65.98600006103516,45.11328125,0.0
299,76544000,9.274168014526367,73.9800033569336,-51.97800064086914,45.24609375,0.0
300,76800000,10.005875587463379,54.02000427246094,-30.040000915527344,46.375,0.0
301,77056000,11.972394943237305,73.98200225830078,-69.97400665283203,45.41015625,0.0
302,77312000,11.710871696472168,55.98400115966797,-43.94600296020508,45.390625,0.0
303,77568000,11.64553165435791,40.018001556396484,9.9660005569458,46.18359375,0.0
304,77824000,12.643157005310059,57.98200225830078,-23.976001739501953,45.3671875,0.0
305,78080000,11.26978588104248,40.0160026550293,-0.02200000174343586,45.4921875,0.0
306,78336000,11.525043487548828,55.98600387573242,-21.996000289916992,46.83203125,0.0
307,78592000,13.127699851989746,42.02000045776367,-18.030000686645508,45.8984375,0.0
308,78848000,11.922098159790039,61.97200393676758,-47.92400360107422,46.18359375,0.0
309,79104000,12.144414901733398,34.0260009765625,27.93800163269043,46.140625,0.0
310,79360000,12.026629447937012,59.97200393676758,-33.952003479003906,46.140625,0.0
311,79616000,11.313199996948242,32.03000259399414,13.942000389099121,45.890625,0.0
312,79872000,12.01042652130127,62.00200271606445,-43.97800064086914,45.96875,0.0
313,80128000,10.71900463104248,64.0060043334961,-22.056001663208008,45.86328125,0.0
314,80384000,10.97301959991455,69.97000122070312,-77.91000366210938,46.25390625,0.0
315,80640000,11.337347984313965,39.996002197265625,11.964000701904297,47.078125,0.0
316,80896000,12.743351936340332,36.040000915527344,-24.034000396728516,44.875,0.0
317,81152000,10.00621509552002,75.9780044555664,-57.94400405883789,46.1875,0.0
318,81408000,12.312484741210938,54.00800323486328,-2.0480000972747803,46.54296875,0.0
319,81664000,12.295899391174316,61.9900016784668,-50.00200271606445,45.3046875,0.0
320,81920000,11.320738792419434,52.000003814697266,-51.96200180053711,45.734375,0.0
321,82176000,11.746641159057617,51.992000579833984,-14.004000663757324,45.75390625,0.0
322,82432000,12.294625282287598,44.00800323486328,-18.006000518798828,47.26171875,0.0
323,82688000,13.947680473327637,52.02400207519531,-24.038002014160156,45.8984375,0.0
324,82944000,12.410317420959473,75.98800659179688,-61.974002838134766,46.578125,0.0
325,83200000,12.570598602294922,64.0,-36.00400161743164,46.109375,0.0
326,83456000,12.854644775390625,63.99400329589844,-39.96600341796875,45.87109375,0.0
327,83712000,12.031234741210938,57.99400329589844,-6.0400004386901855,46.33984375,0.0
328,83968000,12.015035629272461,52.00800323486328,-45.99800109863281,46.39453125,0.0
329,84224000,11.426789283752441,59.99400329589844,-43.98800277709961,46.45703125,0.0
330,84480000,12.433246612548828,53.996002197265625,-32.018001556396484,46.109375,0.0
331,84736000,12.086828231811523,50.000003814697266,-49.93400192260742,46.796875,0.0
332,84992000,12.97527027130127,50.000003814697266,15.962000846862793,45.234375,0.0
333,85248000,11.68354320526123,50.0160026550293,-22.0260009765625,46.4765625,0.0
334,85504000,11.633891105651855,65.98600006103516,-47.996002197265625,46.91015625,0.0
335,85760000,12.710957527160645,51.99800109863281,-43.96000289916992,45.9375,0.0
336,86016000,12.729804992675781,50.00200271606445,-4.010000228881836,46.12109375,0.0
337,86272000,12.06607437133789,52.0160026550293,-14.03600025177002,46.1640625,0.0
338,86528000,11.733895301818848,67.96600341796875,-49.94000244140625,45.95703125,0.0
339,86784000,11.253461837768555,33.996002197265625,10.022000312805176,45.84375,0.0
340,87040000,10.809722900390625,30.024002075195312,31.926000595092773,46.36328125,0.0
